# 能力运行层基线（逐能力隔离夹具）  seed=20250919  at=2026-09-19 13:57:21
# 列：结果 | 卡 | 能力 | 触发 | 目标 | 状态差分 | 备注
ok	ashes_snake	stealth	OnPlay	Self	(无状态变化)	
ok	bull_heat	add_spell_damage1	Ongoing	PlayerSelf	(无状态变化)	
ok	cave	turn_end_damage_hero_2	EndOfTurn	PlayerOpponent	P1.hp:30→28	
ok	dark_stallion	activate_damage1(2)	Activate	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	dragon_knight	death_create_dragon_red	OnDeath	PlayerSelf	P0.hand.dragon_red.atk:0→9; P0.hand.dragon_red.cnt:0→1; P0.hand.dragon_red.hp:0→7; P0.hand.dragon_red.mana:0→7; P0.hand.dragon_red.sig_nz:0→1; P0.n_hand:4→5	
ok	dragon_knight	flying	Ongoing	Self	(无状态变化)	
ok	dragon_red	spell_immunity	Ongoing	Self	(无状态变化)	
ok	dragon's_anger	spell_summon_dragon_red_damage	OnPlay	PlayTarget	(无状态变化)	无可选目标（未执行）
skip	equip_sword	equip_first_strike	Ongoing	EquippedCard		目标模式需交互/需前置状态：EquippedCard
ok	fire_chicken	death_fire_chicken_egg	OnDeath	Self	(无状态变化)	
ok	fire_element	play_damage_all2	OnPlay	AllCardsBoard	(无状态变化)	
ok	firefox	activate_select_discard_spell	Activate	CardSelector	(无状态变化)	无可选目标（未执行）
ok	hell_hound	fury	Ongoing	Self	(无状态变化)	
ok	imp	play_deal_damage1	OnPlay	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	lava_beast	after_spell_attack2	OnPlayOther	Self	P0.hand.lava_beast.atk:2→4	
ok	phoenix	activate_damage2	Activate	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	phoenix	death_egg	OnDeath	Self	(无状态变化)	
ok	potion_red	spell_attack1	OnPlay	PlayTarget	(无状态变化)	无可选目标（未执行）
ok	potion_red	spell_fury	OnPlay	PlayTarget	(无状态变化)	无可选目标（未执行）
ok	reaper	turn_kill_lowest	StartOfTurn	AllCardsBoard	(无状态变化)	
ok	spell_aerial_strike	spell_summon_eagle	OnPlay	PlayerSelf	P0.hand.flame_eagle.atk:0→3; P0.hand.flame_eagle.cnt:0→3; P0.hand.flame_eagle.hp:0→3; P0.hand.flame_eagle.mana:0→3; P0.hand.flame_eagle.sig_nz:0→3; P0.n_hand:4→7	
ok	spell_armageddon	spell_damage4	OnPlay	PlayTarget	(无状态变化)	无可选目标（未执行）
ok	spell_burn	play_deal_damage5	OnPlay	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	spell_projectiles	spell_projectile1_repeat	OnPlay	None	(无状态变化)	
ok	spell_split	play_damage3_creature	OnPlay	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	spell_stones	spell_damage1	OnPlay	PlayTarget	(无状态变化)	无可选目标（未执行）
ok	spell_stones	spell_draw1	OnPlay	PlayerSelf	P0.deck.woodland.cnt:5→4; P0.deck.woodland.hp:25→20; P0.deck.woodland.mana:10→8; P0.deck.woodland.sig_nz:5→4; P0.hand.woodland.cnt:3→4; P0.hand.woodland.hp:15→20; P0.hand.woodland.mana:6→8; P0.hand.woodland.sig_nz:3→4; P0.n_deck:5→4; P0.n_hand:4→5	
ok	town_volcano	town_aura_red	Ongoing	AllCardsBoard	(无状态变化)	
ok	trap_explosive	trap_damage_all2	OnBeforeAttack	AllCardsBoard	(无状态变化)	
ok	wolf_furious	fury	Ongoing	Self	(无状态变化)	
ok	wolf_furious	attack_add_attack1	OnBeforeAttack	Self	P0.hand.wolf_furious.atk:2→3	
ok	armored_beast	taunt	Ongoing	Self	(无状态变化)	
skip	bear	play_choice_taunt_fury	OnPlay	ChoiceSelector		目标模式需交互/需前置状态：ChoiceSelector
ok	dragon_green	spell_immunity	Ongoing	Self	(无状态变化)	
skip	equip_shield	equip_armor2	Ongoing	EquippedCard		目标模式需交互/需前置状态：EquippedCard
skip	equip_shield	equip_taunt	Ongoing	EquippedCard		目标模式需交互/需前置状态：EquippedCard
skip	forest_Axe	equip_lifesteal	Ongoing	EquippedCard		目标模式需交互/需前置状态：EquippedCard
skip	forest_Axe	equip_attack1	Ongoing	EquippedCard		目标模式需交互/需前置状态：EquippedCard
skip	forest_Axe	equip_hp2	Ongoing	EquippedCard		目标模式需交互/需前置状态：EquippedCard
ok	gorilla	play_roll_attack	OnPlay	Self	(无状态变化)	
ok	holy_saintess	play_+3+3	OnPlay	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	holy_saintess	play_recover3	OnPlay	PlayerSelf	(无状态变化)	
ok	holy_saintess	play_draw1	OnPlay	Self	P0.deck.woodland.cnt:5→4; P0.deck.woodland.hp:25→20; P0.deck.woodland.mana:10→8; P0.deck.woodland.sig_nz:5→4; P0.hand.woodland.cnt:3→4; P0.hand.woodland.hp:15→20; P0.hand.woodland.mana:6→8; P0.hand.woodland.sig_nz:3→4; P0.n_deck:5→4; P0.n_hand:4→5	
ok	mammoth	trample	Ongoing	Self	(无状态变化)	
ok	owl	play_silence	OnPlay	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	owl	flying	Ongoing	Self	(无状态变化)	
ok	potion_green	spell_hp2	OnPlay	PlayTarget	(无状态变化)	无可选目标（未执行）
ok	potion_green	spell_taunt	OnPlay	PlayTarget	(无状态变化)	无可选目标（未执行）
ok	raccoon	play_select_discard	OnPlay	CardSelector	(无状态变化)	无可选目标（未执行）
ok	sasquatch	turn_stealth	EndOfTurn	Self	(无状态变化)	
ok	snake_venom	attack_poison	OnBeforeAttack	AbilityTriggerer	(无状态变化)	近似：用敌方首个角色充当触发者
ok	snake_venom	defend_poison	OnBeforeDefend	AbilityTriggerer	(无状态变化)	近似：用敌方首个角色充当触发者
ok	spell_extinct	spell_add_play_extinct	OnPlay	PlayTarget	(无状态变化)	无可选目标（未执行）
ok	spell_growth	spell_ally_attack_2	OnPlay	AllCardsBoard	(无状态变化)	
ok	spell_growth	spell_ally_hp_2	OnPlay	AllCardsBoard	(无状态变化)	
ok	spell_hibernate	spell_hibernate	OnPlay	PlayTarget	(无状态变化)	无可选目标（未执行）
ok	spell_roots	spell_paralyse	OnPlay	PlayTarget	(无状态变化)	无可选目标（未执行）
ok	spell_stomp	spell_kill_lowest_hp	OnPlay	AllCardsBoard	(无状态变化)	
ok	town_forest	town_aura_green	Ongoing	AllCardsBoard	(无状态变化)	
ok	trap_spike	trap_paralyse3	OnAfterAttack	AbilityTriggerer	(无状态变化)	近似：用敌方首个角色充当触发者
ok	tree_angry	regen_all	StartOfTurn	Self	(无状态变化)	
ok	unicorn	play_boost2	OnPlay	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	wolf_alpha	play_summon_wolf	OnPlay	AllSlots	(无状态变化)	
ok	wolf_alpha	aura_wolf	Ongoing	AllCardsBoard	(无状态变化)	
ok	wolf_stalker	stealth	OnPlay	Self	(无状态变化)	
ok	woodland	turn_green_heal	StartOfTurn	AllCardsBoard	(无状态变化)	
ok	world_tree_seedling	end_turn_blessing	EndOfTurn	PlayerSelf	P0.mana:10→11	
ok	hero_fire	activate_fire	Activate	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	hero_forest	activate_forest	Activate	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	hero_water	activate_water	Activate	PlayerSelf	P0.deck.woodland.cnt:5→4; P0.deck.woodland.hp:25→20; P0.deck.woodland.mana:10→8; P0.deck.woodland.sig_nz:5→4; P0.hand.woodland.cnt:3→4; P0.hand.woodland.hp:15→20; P0.hand.woodland.mana:6→8; P0.hand.woodland.sig_nz:3→4; P0.n_deck:5→4; P0.n_hand:3→4	
ok	angel_kiss	spell_heal_3	OnPlay	PlayTarget	(无状态变化)	无可选目标（未执行）
skip	blessing_sword	equip_lifesteal	Ongoing	EquippedCard		目标模式需交互/需前置状态：EquippedCard
ok	bravery_blessing	spell_buff4	OnPlay	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	bravery_blessing	firststrike	Ongoing	Self	(无状态变化)	
ok	divine_blessing	spell_buff2	OnPlay	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	divine_blessing	lifesteal	Ongoing	Self	(无状态变化)	
ok	divine_healing	play_draw3	OnPlay	Self	P0.deck.woodland.cnt:5→2; P0.deck.woodland.hp:25→10; P0.deck.woodland.mana:10→4; P0.deck.woodland.sig_nz:5→2; P0.hand.woodland.cnt:3→6; P0.hand.woodland.hp:15→30; P0.hand.woodland.mana:6→12; P0.hand.woodland.sig_nz:3→6; P0.n_deck:5→2; P0.n_hand:4→7	
ok	dragon_white	spell_immunity	Ongoing	Self	(无状态变化)	
ok	dragon_white	death_heal5	OnDeath	PlayerSelf	(无状态变化)	
ok	holy_angel	flying	Ongoing	Self	(无状态变化)	
ok	holy_blessing	spell_buff1	OnPlay	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	holy_blessing	trample	Ongoing	Self	(无状态变化)	
ok	holy_griffin	activate_get+1+2	Activate	Self	P0.hand.holy_griffin.atk:5→6	
ok	holy_light	spell_heal_9	OnPlay	PlayTarget	(无状态变化)	无可选目标（未执行）
ok	light_blessing	spell_heal_9	OnPlay	PlayTarget	(无状态变化)	无可选目标（未执行）
ok	light_sword	lifesteal	Ongoing	Self	(无状态变化)	
ok	paladin	shell	OnPlay	Self	(无状态变化)	
ok	power_blessing	spell_buff5	OnPlay	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	power_blessing	taunt	Ongoing	Self	(无状态变化)	
ok	power_blessing	spell_immunity	Ongoing	Self	(无状态变化)	
ok	purification_priest	play_silence	OnPlay	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	strength_blessing	spell_buff1	OnPlay	SelectTarget	(无状态变化)	无可选目标（未执行）
ok	strength_blessing	trample	Ongoing	Self	(无状态变化)	
